Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1284,10503679,"Udit Modi","2023-06-04 08:34:34",1.50624,1,udittmodi
1285,10490701,"Sahil Mahapatra","2023-06-06 08:10:56",1.50624,1,dotslashbot
1286,10485428,"Rose Malakhova","2023-05-31 12:12:36",1.50636,1,rosemalakhova
1287,10523973,"Francois Moraga","2023-06-08 06:12:40",1.50657,2,francoismoraga
1288,10481053,nageune,"2023-05-30 17:59:10",1.50659,1,nageune
1289,10482156,"Parker Snow","2023-05-31 16:56:42",1.50660,1,parkersnow
1290,10482377,"meer atif","2023-05-31 10:59:51",1.50744,2,meeratif
1291,10492579,Manoj,"2023-06-01 17:40:59",1.51229,3,shanmukhamanoj11
1292,10493704,"Matt Cliff","2023-06-01 23:35:02",1.51282,2,mcliff
1293,10492957,Dmaher1890,"2023-06-05 14:08:00",1.51492,2,dmaher1890
1294,10484388,"Raman Kumar","2023-06-01 07:33:34",1.51545,1,theramankumar
1295,10500373,"Nisarg Bhatt","2023-06-03 13:13:02",1.51768,2,nisargbhatt
1296,10478294,Team,"2023-06-05 10:04:44",1.51864,1,aakashs57
1297,10481770,Rizwal,"2023-05-31 08:39:13",1.51894,1,rizwal
1298,10525464,ReclaimedByNature,"2023-06-09 09:23:06",1.52176,1,"reclaimedbynature,simoandreea"
1299,10533029,"Baurjan Safi","2023-06-11 00:20:52",1.52243,2,baurjansafi
1300,10486025,fx1H,"2023-06-12 09:15:10",1.52307,5,yorickvidal
1301,10515346,Johnycooly,"2023-06-12 18:37:29",1.52515,3,johnycooly
1302,10512121,"Daniel Salv","2023-06-12 23:12:01",1.52626,3,danielsalv
1303,10498242,"Daniel Lam","2023-06-02 19:24:56",1.52738,1,daniellamx
1304,10485698,pzx,"2023-06-02 09:00:00",1.52913,1,pohzixiang
1305,10502211,"Milan Bhor","2023-06-04 11:41:13",1.52994,1,milanbhor
1306,10503676,"Ayhan Ardal","2023-06-12 18:46:13",1.53295,1,ayhanardal
1307,10504026,"ansh Joseph","2023-06-08 01:01:45",1.53373,3,anshjoseph
1308,10501914,IshihiroDaiki,"2023-06-04 14:19:08",1.53495,6,ishihirodaiki
1309,10506958,"Kaiwen Wang","2023-06-11 19:09:02",1.53520,1,mstrmnd1
1310,10477261,"Santiago Canepa","2023-05-30 21:55:55",1.53616,2,ivancanepa
1311,10532429,"Ruth Amey","2023-06-12 12:44:09",1.53791,3,ruthamey
1312,10500697,"Harnil Kadia","2023-06-03 12:15:00",1.53832,1,chamanbhai
1313,10530871,"Shubham Luxkar","2023-06-12 11:16:27",1.53903,7,"deepakkr21,shubhamluxkar"
1314,10500386,natpatchara,"2023-06-03 12:24:08",1.54252,3,natpatchara
1315,10481040,"Gianni Sayers","2023-06-01 14:31:35",1.54377,1,giannisayers
1316,10485590,meetdomadiya,"2023-05-31 11:49:26",1.54525,1,meetdomadiya
1317,10498302,"Konnor Mueller","2023-06-06 22:55:12",1.54933,7,konnormueller
1318,10476774,Kiamirk,"2023-05-30 01:04:16",1.55748,1,kiarashmirk
1319,10501613,"SAM  JOSHUA S","2023-06-03 20:26:13",1.56020,4,samjoshuas
1320,10503508,"Shakti Gupta","2023-06-04 11:48:19",1.56186,1,realshaktigupta
1321,10511465,"Salem S.","2023-06-05 20:55:22",1.56550,1,slmsshk
1322,10532670,"Alexander Kranz","2023-06-09 21:46:50",1.57592,1,alexandermk04
1323,10522609,"Craig Falkner","2023-06-07 21:17:06",1.57933,1,craigfalkner
1324,10483138,"Sophie Marini","2023-06-11 14:10:29",1.58637,9,sophiemarini
1325,10519700,Alokkr2001,"2023-06-07 09:49:25",1.59460,1,alokkr2001
1326,10532718,"Mouelle Richard","2023-06-12 22:29:32",1.59519,1,richarddev
1327,10532010,"Vadim Saburov","2023-06-12 14:13:02",1.60018,3,vadimsaburov
1328,10477290,"Won Seonghyeon","2023-05-31 23:57:48",1.60021,6,wonseonghyeon
1329,10533512,lohitha,"2023-06-12 06:13:39",1.60027,2,lohitha67
1330,10511572,"Tarif Raihan","2023-06-10 07:46:11",1.60149,1,tarifraihan
1331,10491179,"Kami Kani Sama","2023-06-12 14:33:03",1.60296,4,"arnoldkwz,palakpaneer"
1332,10520547,"Pradeep Sapparapu","2023-06-07 12:23:05",1.60340,1,pradeepsapparapu
1333,10493377,"Tracy Porter","2023-06-03 01:07:47",1.60416,9,tracyporter
1334,10521894,Jean-ken,"2023-06-11 14:53:19",1.60567,3,jeanken
1335,10493417,"Sergio Henrique","2023-06-07 12:55:39",1.61529,4,serjhenrique
1336,10476911,"Arsh Modak","2023-06-11 00:42:08",1.61749,1,arshmodak
1337,10490746,"srilakshmi velagapudi","2023-06-06 10:15:20",1.61995,2,srilakshmivelagapudi
1338,10528146,emetzler1994,"2023-06-09 03:01:05",1.62098,1,emetzler1994
1339,10502480,"shubam sharma","2023-06-04 06:47:31",1.63142,1,sharmashubamm
1340,10503723,"Kishan Pipariya","2023-06-04 08:55:14",1.63852,2,kishanpipariya
1341,10522702,Anonymix,"2023-06-08 20:39:18",1.64375,1,anonymix
1342,10492622,RealTrash,"2023-06-01 21:35:08",1.64546,3,yunhojeongrt
1343,10536016,Alexprojectml,"2023-06-12 05:32:24",1.64903,3,alexprojectml
1344,10513027,ArtisusXiren,"2023-06-12 16:57:52",1.65103,1,artisusxiren
1345,10494337,"Minh Trí Thân","2023-06-02 03:47:38",1.65153,2,minhtrthn
1346,10520096,"Armando Matencio Moreno","2023-06-07 13:02:00",1.65917,4,armandomatencio
1347,10488875,"John Yeung-dojjy","2023-06-01 03:41:11",1.66494,2,johnyeungdojjy
1348,10482651,"Jason Zhou","2023-05-30 23:17:42",1.67242,2,jz6488
1349,10477914,"Abir CHakraborty","2023-05-30 06:24:59",1.67279,1,ac1414
1350,10500328,"Alvaro SL","2023-06-04 10:08:01",1.67697,1,alvarosl
1351,10487153,Bhushi,"2023-06-02 17:24:31",1.68726,3,bhushanshah05
1352,10482407,Tiffanie,"2023-06-07 19:24:02",1.69289,2,tiffanie
1353,10480904,"Jake Dorman","2023-05-30 17:37:56",1.69851,2,jakedorman
1354,10482803,"Derek Lin","2023-05-31 14:08:18",1.70105,2,yslin14
1355,10533113,Kei10b,"2023-06-12 12:02:16",1.70795,1,kei10b
1356,10539069,"Chetan Panchal","2023-06-12 21:14:28",1.71084,2,chetanp7970
1357,10505846,falc01on,"2023-06-04 22:06:48",1.71136,1,alihaider1436
1358,10520386,"Rohit Doriya","2023-06-07 11:38:07",1.71619,1,r0hitdoriya
1359,10491502,"Ananta Krishnan Manoranjan","2023-06-02 11:13:41",1.71758,2,anantamanoranjan
1360,10540098,"Gabriel Trcka","2023-06-11 23:47:13",1.74829,1,gabrieltrcka
1361,10491420,"Ibrahim Rustemov","2023-06-02 13:12:40",1.76117,5,ibrahimrustemov
1362,10523440,"Rohan Sharma","2023-06-12 16:30:53",1.76892,1,rohans1497
1363,10486216,"Dhaya Sagar","2023-06-03 15:33:29",1.77414,1,dhayasagar
1364,10517636,"Tim Chown","2023-06-07 03:41:59",1.77819,2,chowny
1365,10544568,"Norbert Parti","2023-06-12 19:29:00",1.77819,1,norbertparti91
1366,10492198,"Chase Zellman","2023-06-06 15:48:22",1.78044,2,chasezellman
1367,10495297,"Vaanchhit Baranwaal","2023-06-03 08:17:06",1.82745,2,vanchhitbaranwal
1368,10505520,"A Aniruddha","2023-06-10 11:38:34",1.89136,8,aaniruddha
1369,10522239,RobGriffin247,"2023-06-07 19:26:23",1.93713,1,robgriffin247
1370,10504446,YumaYoshikawa,"2023-06-04 13:01:12",1.94498,1,yumayoshikawa
1371,10479037,OrenDean,"2023-06-12 10:47:31",1.95533,2,orendean
1372,10481025,"Lorelai Williams","2023-06-06 15:32:46",1.95678,1,lorelaiwilliams
1373,10499546,"PUNIT KAUSHIK","2023-06-12 17:05:03",2.01052,4,pshikk
1374,10479544,Sarath_Peringayi,"2023-06-08 19:07:58",2.02195,1,sarathperingayi
1375,10491598,itsdkon_,"2023-06-06 14:29:47",2.02342,1,itsdkon
1376,10517050,"Tomasz Kawiak","2023-06-12 21:26:10",2.12862,5,tomaszkawiak
1377,10498245,"Samet Gok","2023-06-09 19:52:38",2.22166,2,sametgok
1378,10504225,agergawegewa,"2023-06-04 14:11:41",2.28120,2,agergawegewa
1379,10495887,"[Deleted] b59e380c-b407-4b3a-8c18-d8fee209fb5c","2023-06-06 09:19:08",2.31039,15,del=02f680a5b5d41c0a
0,10476348,sample_submission.csv,"2023-05-29 20:51:43",2.31333,1,
1380,10492877,"RAJ KACHHADIYA","2023-06-01 17:56:01",2.31333,1,rajkachhadiya
1381,10512126,"Syed Abdul Qadir","2023-06-06 08:41:17",2.31333,1,syedabdulqadir
1382,10526770,"Gosh Kolotyan","2023-06-08 23:59:45",2.31333,1,goshkolotyan
1383,10519313,"mahsa sanaei","2023-06-10 16:06:44",2.31333,1,snmahsa
1384,10504273,GioFis,"2023-06-11 16:05:18",2.31333,1,giofis
1385,10541958,"Joshua Davis","2023-06-12 17:17:25",2.31333,1,joshuakdavis
1386,10536696,"Maynk akash singh","2023-06-12 02:13:46",2.31515,1,mayxsnksingh
1387,10506889,"Whitney Yu","2023-06-05 03:03:09",2.33148,1,tzuhuiwhitneyyu
1388,10477357,wildCookie,"2023-05-31 00:26:04",2.45284,1,wildcookie
1389,10492900,"Joseph Fahnestock","2023-06-05 18:59:40",2.48068,2,josephfahnestock
1390,10505963,polovinkin91,"2023-06-04 18:35:43",2.52031,1,polovinkin91
1391,10528167,2F,"2023-06-09 01:14:37",2.54609,1,"fardeensiddiqui19,farhaansiddiqui"
1392,10500984,Keerthana_PeddiReddy,"2023-06-12 17:32:55",2.56485,4,keerthanapeddireddy
1393,10481035,"vivek Kadan","2023-06-02 13:38:10",2.60564,1,vivekkadan
1394,10543870,JuliaKudryatseva,"2023-06-12 19:16:13",2.71081,1,juliakudryatseva
1395,10538926,"Vaibhav Singh","2023-06-12 22:46:54",2.89464,2,lonewalker29
1396,10483711,"Akash Joshi","2023-06-12 05:02:18",2.98047,12,aakashjoshi123
1397,10505854,"[Deleted] 8932531c-20e6-46ea-b7dc-b16599bed0df","2023-06-05 16:58:03",3.00817,2,del=c671a84c96e6e94f
1398,10517944,"shatabdi talbar","2023-06-12 06:22:27",3.01913,2,shatabdi5
1399,10524677,"Road Roller","2023-06-10 09:30:10",3.03539,4,roadrollerda
1400,10479766,ncmurali,"2023-06-01 06:52:19",3.06580,5,ncmurali
1401,10483799,"Jocelyn Dumlao","2023-06-01 05:30:43",3.15014,1,jocelyndumlao
1402,10514851,"SACHIN KUMAR","2023-06-06 13:04:44",3.15161,2,skyetw
1403,10515034,Aarman,"2023-06-06 18:15:01",3.18972,4,aaaaaadssdasdasd
1404,10479403,"Bach Nguyen","2023-06-12 07:35:19",3.27628,1,tbnguyen
1405,10514465,AlbanACM,"2023-06-06 16:19:40",3.43257,2,albanacm
1406,10511475,Crystal.C00,"2023-06-08 00:34:58",3.45893,1,crystalc00
1407,10507061,"Yash Patel","2023-06-08 02:18:06",3.51178,1,ysthehurricane
1408,10511878,"John Ngugi Mwangi","2023-06-05 23:40:48",3.57724,4,rohnsmwangi
1409,10507314,"Chirag Goel","2023-06-05 05:22:14",3.63229,1,chiraggoel34
1410,10482402,Swapnil,"2023-05-31 10:48:06",3.73912,1,kaggleswapnil
1411,10480491,"NG ZHI YANG KM-Pelajar","2023-06-12 11:24:46",3.76022,1,"kerryyys,ngzhiyangkmpelajar"
1412,10521539,"Dibyajyoti Mohanty","2023-06-12 06:49:36",3.83342,2,dibya069
1413,10478106,Abhishek,"2023-06-08 14:24:19",3.88104,3,jumbledown
1414,10512490,"Tm Alamin Arman","2023-06-08 06:56:36",3.89073,1,tmalaminarman
1415,10542383,known_source_x,"2023-06-12 11:18:13",3.97457,1,sribhav
1416,10479387,"Varun Kamath","2023-05-30 10:37:30",4.01862,1,vaarunkamath
1417,10479754,"Kaan Sönmez","2023-06-01 14:20:25",4.13539,3,kaansnmez
1418,10531349,"Nilesh Thonte","2023-06-11 11:07:02",4.17077,1,nileshthonte
1419,10508905,"Minali Rani Jain","2023-06-05 12:26:31",4.25904,1,minalijain
1420,10493247,"Justin Mustaine","2023-06-11 04:04:52",4.36318,1,justinmustaine
1421,10531154,"Parfect mind","2023-06-09 16:43:18",4.43747,2,parfectmind
1422,10505662,"Ujjawal Poudel","2023-06-04 19:14:11",4.72294,1,ujjawalpoudel
1423,10479983,"C R Suthikshn Kumar","2023-06-08 11:55:53",4.76141,8,crsuthikshnkumar
1424,10531315,"Vinay rawat","2023-06-10 08:32:00",5.68209,2,vinay8717
1425,10499027,"Adib Fallahpour","2023-06-03 00:56:39",6.97860,1,adibvafafallahpour
1426,10483826,"Abinash Singh","2023-05-31 10:46:54",6.97860,2,abinashsinghchu
1427,10489136,ashioyajotham,"2023-06-06 22:50:09",8.63929,2,ashioyajotham
1428,10479107,"Team +1","2023-06-12 14:48:10",9.18703,5,pakapro
1429,10516211,"[Deleted] bb71ee2b-3851-48cf-8441-2f3449830bd5","2023-06-06 16:10:33",9999.66952,1,del=12eab286a13c4ff1
